ID,Positively charged,Negatively charged,Polarity,Non polarity,Cyclic,Aromaticity,Basicity,Hydrophobicity,Hydrophilicity,Small
1965,0.092,0.031,0.367,0.459,0.031,0.031,0.092,0.52,0.173,0.745
1966,0.093,0.019,0.278,0.519,0.0,0.148,0.093,0.481,0.185,0.574
1967,0.118,0.183,0.194,0.495,0.032,0.129,0.118,0.441,0.161,0.419
1968,0.105,0.105,0.281,0.474,0.105,0.105,0.105,0.544,0.246,0.561
1969,0.232,0.084,0.2,0.421,0.011,0.042,0.232,0.421,0.305,0.453
1970,0.409,0.0,0.205,0.318,0.023,0.045,0.409,0.341,0.5,0.386
1971,0.152,0.121,0.258,0.455,0.03,0.182,0.152,0.545,0.197,0.364
1972,0.356,0.0,0.156,0.422,0.022,0.044,0.356,0.422,0.444,0.444
1973,0.099,0.121,0.297,0.473,0.033,0.055,0.099,0.527,0.143,0.527
1974,0.365,0.038,0.173,0.365,0.058,0.038,0.365,0.442,0.481,0.385
1975,0.273,0.078,0.169,0.429,0.026,0.065,0.273,0.442,0.351,0.481
1976,0.18,0.06,0.28,0.4,0.08,0.08,0.18,0.48,0.34,0.54
1977,0.294,0.059,0.176,0.412,0.059,0.118,0.294,0.412,0.412,0.471
1978,0.092,0.154,0.338,0.385,0.092,0.046,0.092,0.492,0.215,0.662
1979,0.277,0.092,0.277,0.292,0.062,0.077,0.277,0.385,0.4,0.462
1980,0.19,0.0,0.381,0.333,0.0,0.19,0.19,0.429,0.286,0.619
1981,0.095,0.095,0.253,0.547,0.021,0.105,0.095,0.611,0.126,0.421
1982,0.067,0.117,0.25,0.533,0.033,0.133,0.067,0.683,0.133,0.467
1983,0.349,0.07,0.256,0.326,0.07,0.116,0.349,0.372,0.419,0.419
1984,0.273,0.08,0.159,0.466,0.057,0.08,0.273,0.477,0.352,0.42
1985,0.182,0.136,0.341,0.318,0.045,0.068,0.182,0.409,0.25,0.614
1986,0.232,0.159,0.275,0.29,0.043,0.087,0.232,0.348,0.319,0.464
1987,0.143,0.036,0.304,0.482,0.071,0.089,0.143,0.536,0.25,0.5
1988,0.136,0.091,0.295,0.386,0.0,0.114,0.136,0.432,0.227,0.659
1989,0.107,0.095,0.274,0.476,0.036,0.083,0.107,0.571,0.19,0.583
1990,0.222,0.099,0.222,0.42,0.0,0.049,0.222,0.407,0.259,0.321
1991,0.298,0.043,0.319,0.277,0.021,0.085,0.298,0.383,0.383,0.574
1992,0.203,0.122,0.243,0.405,0.095,0.081,0.203,0.5,0.324,0.446
1993,0.176,0.162,0.265,0.368,0.015,0.088,0.176,0.441,0.221,0.441
1994,0.175,0.111,0.254,0.429,0.0,0.016,0.175,0.46,0.206,0.349
1995,0.172,0.052,0.31,0.293,0.017,0.086,0.172,0.328,0.362,0.655
1996,0.092,0.105,0.263,0.513,0.039,0.092,0.092,0.618,0.158,0.526
1997,0.137,0.041,0.274,0.479,0.041,0.123,0.137,0.548,0.247,0.548
1998,0.409,0.0,0.159,0.364,0.023,0.045,0.409,0.318,0.5,0.409
1999,0.11,0.011,0.22,0.593,0.066,0.022,0.11,0.571,0.242,0.692
2000,0.173,0.08,0.253,0.4,0.093,0.08,0.173,0.453,0.36,0.6
2001,0.17,0.075,0.358,0.396,0.057,0.151,0.17,0.453,0.226,0.604
2002,0.179,0.095,0.189,0.526,0.032,0.074,0.179,0.495,0.221,0.537
2003,0.118,0.0,0.353,0.471,0.059,0.118,0.118,0.706,0.235,0.706
2004,0.25,0.0,0.083,0.667,0.083,0.0,0.25,0.75,0.333,0.5
2005,0.209,0.0,0.023,0.767,0.465,0.163,0.209,0.744,0.674,0.488
2006,0.145,0.091,0.309,0.418,0.073,0.055,0.145,0.527,0.255,0.527
2007,0.114,0.091,0.432,0.364,0.045,0.068,0.114,0.477,0.159,0.682
2008,0.152,0.061,0.152,0.606,0.0,0.03,0.152,0.455,0.182,0.576
2009,0.143,0.063,0.27,0.492,0.032,0.111,0.143,0.619,0.206,0.46
2010,0.167,0.05,0.283,0.467,0.033,0.083,0.167,0.533,0.233,0.483
2011,0.089,0.107,0.357,0.411,0.107,0.089,0.089,0.589,0.232,0.589
2012,0.254,0.075,0.239,0.388,0.0,0.075,0.254,0.075,0.299,0.493
2013,0.102,0.02,0.265,0.449,0.0,0.102,0.102,0.429,0.265,0.653
2014,0.255,0.064,0.383,0.277,0.021,0.106,0.255,0.447,0.298,0.553
2015,0.097,0.097,0.21,0.484,0.032,0.113,0.097,0.645,0.242,0.484
2016,0.159,0.091,0.273,0.386,0.0,0.114,0.159,0.386,0.25,0.636
2017,0.132,0.094,0.396,0.358,0.113,0.113,0.132,0.453,0.264,0.623
2018,0.244,0.081,0.209,0.407,0.0,0.047,0.244,0.395,0.302,0.384
2019,0.133,0.044,0.467,0.311,0.044,0.067,0.133,0.422,0.222,0.667
2020,0.68,0.0,0.08,0.24,0.0,0.04,0.68,0.24,0.68,0.08
2021,0.277,0.043,0.202,0.468,0.043,0.053,0.277,0.436,0.33,0.5
2022,0.222,0.0,0.333,0.444,0.111,0.222,0.222,0.667,0.333,0.444
2023,0.253,0.053,0.187,0.427,0.04,0.04,0.253,0.427,0.373,0.36
2024,0.25,0.0,0.25,0.438,0.062,0.125,0.25,0.5,0.375,0.562
2025,0.136,0.045,0.318,0.386,0.0,0.114,0.136,0.409,0.25,0.636
2026,0.264,0.075,0.264,0.321,0.019,0.113,0.264,0.434,0.358,0.547
2027,0.174,0.109,0.37,0.261,0.0,0.087,0.174,0.5,0.261,0.63
2028,0.238,0.024,0.262,0.429,0.071,0.071,0.238,0.524,0.357,0.548
2029,0.189,0.189,0.054,0.568,0.0,0.0,0.189,0.405,0.189,0.649
2030,0.245,0.075,0.302,0.321,0.019,0.113,0.245,0.415,0.321,0.547
2031,0.1,0.033,0.4,0.433,0.067,0.067,0.1,0.567,0.2,0.7
2032,0.086,0.123,0.309,0.444,0.025,0.062,0.086,0.519,0.148,0.605
2033,0.21,0.136,0.21,0.407,0.062,0.086,0.21,0.444,0.309,0.494
2034,0.175,0.07,0.316,0.404,0.088,0.123,0.175,0.456,0.298,0.474
2035,0.047,0.141,0.297,0.469,0.125,0.0,0.047,0.625,0.219,0.656
2036,0.164,0.127,0.291,0.382,0.055,0.109,0.164,0.145,0.255,0.545
2037,0.129,0.171,0.286,0.343,0.057,0.057,0.129,0.5,0.257,0.571
2038,0.169,0.065,0.208,0.506,0.078,0.026,0.169,0.545,0.299,0.558
2039,0.034,0.034,0.379,0.483,0.103,0.034,0.034,0.621,0.207,0.862
2040,0.136,0.136,0.186,0.542,0.051,0.102,0.136,0.678,0.186,0.39
2041,0.07,0.018,0.281,0.632,0.088,0.123,0.07,0.737,0.158,0.439
2042,0.098,0.171,0.39,0.293,0.049,0.171,0.098,0.366,0.195,0.634
2043,0.115,0.077,0.327,0.423,0.096,0.038,0.115,0.577,0.269,0.673
2044,0.111,0.048,0.27,0.54,0.0,0.048,0.111,0.524,0.143,0.317
2045,0.087,0.109,0.326,0.391,0.022,0.174,0.087,0.565,0.196,0.565
2046,0.385,0.0,0.154,0.462,0.0,0.154,0.385,0.462,0.385,0.231
2047,0.289,0.111,0.2,0.356,0.0,0.067,0.289,0.378,0.333,0.333
2048,0.148,0.093,0.407,0.315,0.037,0.037,0.148,0.444,0.222,0.5
2049,0.26,0.096,0.219,0.356,0.068,0.068,0.26,0.425,0.397,0.548
2050,0.176,0.02,0.333,0.373,0.059,0.098,0.176,0.49,0.333,0.549
2051,0.304,0.125,0.125,0.411,0.036,0.071,0.304,0.446,0.375,0.393
2052,0.302,0.075,0.189,0.34,0.019,0.057,0.302,0.434,0.415,0.434
2053,0.181,0.181,0.181,0.383,0.032,0.074,0.181,0.383,0.287,0.404
2054,0.078,0.172,0.234,0.375,0.0,0.156,0.078,0.406,0.219,0.344
2055,0.073,0.122,0.171,0.61,0.073,0.012,0.073,0.598,0.171,0.585
2056,0.375,0.109,0.109,0.406,0.031,0.047,0.375,0.375,0.406,0.344
2057,0.279,0.033,0.18,0.492,0.049,0.082,0.279,0.508,0.344,0.475
2058,0.259,0.103,0.328,0.241,0.017,0.069,0.259,0.345,0.345,0.552
2059,0.264,0.075,0.302,0.302,0.019,0.094,0.264,0.377,0.34,0.566
2060,0.348,0.043,0.217,0.348,0.043,0.0,0.348,0.261,0.435,0.522
2061,0.267,0.067,0.12,0.533,0.027,0.053,0.267,0.573,0.307,0.467
2062,0.4,0.025,0.2,0.35,0.0,0.0,0.4,0.35,0.425,0.425
2063,0.05,0.15,0.15,0.5,0.05,0.0,0.05,0.55,0.25,0.55
2064,0.133,0.0,0.4,0.4,0.067,0.267,0.133,0.6,0.267,0.533
2065,0.143,0.0,0.0,0.786,0.143,0.143,0.143,0.786,0.357,0.357
2066,0.351,0.054,0.162,0.405,0.081,0.0,0.351,0.432,0.459,0.405
2067,0.261,0.054,0.25,0.424,0.0,0.087,0.261,0.402,0.272,0.478
2068,0.368,0.026,0.184,0.395,0.026,0.0,0.368,0.421,0.421,0.447
2069,0.239,0.043,0.217,0.446,0.022,0.098,0.239,0.435,0.315,0.293
2070,0.302,0.075,0.283,0.283,0.0,0.113,0.302,0.377,0.358,0.509
2071,0.333,0.0,0.0,0.667,0.083,0.333,0.333,0.667,0.417,0.167
2072,0.141,0.225,0.127,0.394,0.042,0.099,0.141,0.408,0.296,0.493
2073,0.159,0.188,0.188,0.435,0.014,0.058,0.159,0.493,0.203,0.42
2074,0.196,0.087,0.37,0.261,0.0,0.087,0.196,0.5,0.283,0.609
2075,0.241,0.069,0.195,0.425,0.034,0.103,0.241,0.448,0.345,0.483
2076,0.167,0.094,0.219,0.417,0.01,0.135,0.167,0.427,0.281,0.406
2077,0.3,0.05,0.2,0.4,0.05,0.1,0.3,0.45,0.4,0.45
2078,0.155,0.086,0.379,0.328,0.017,0.086,0.155,0.466,0.224,0.534
2079,0.161,0.149,0.207,0.437,0.011,0.115,0.161,0.425,0.218,0.414
2080,0.405,0.0,0.216,0.351,0.027,0.0,0.405,0.405,0.459,0.351
2081,0.275,0.088,0.132,0.484,0.066,0.066,0.275,0.473,0.363,0.462
2082,0.1,0.033,0.4,0.433,0.067,0.167,0.1,0.4,0.2,0.667
2083,0.175,0.15,0.2,0.4,0.025,0.112,0.175,0.462,0.275,0.475
2084,0.196,0.036,0.429,0.304,0.125,0.036,0.196,0.571,0.357,0.554
2085,0.164,0.205,0.178,0.425,0.027,0.055,0.164,0.466,0.219,0.37
2086,0.28,0.0,0.16,0.56,0.04,0.12,0.28,0.6,0.32,0.32
2087,0.034,0.034,0.172,0.759,0.034,0.103,0.034,0.793,0.069,0.586
2088,0.263,0.105,0.0,0.632,0.0,0.0,0.263,0.316,0.263,0.526
2089,0.085,0.049,0.268,0.512,0.049,0.122,0.085,0.61,0.22,0.427
2090,0.094,0.094,0.34,0.434,0.075,0.038,0.094,0.528,0.208,0.642
2091,0.107,0.095,0.274,0.476,0.036,0.083,0.107,0.56,0.19,0.583
2092,0.057,0.148,0.307,0.477,0.045,0.068,0.057,0.602,0.114,0.591
2093,0.224,0.106,0.129,0.529,0.012,0.082,0.224,0.353,0.247,0.4
2094,0.292,0.042,0.25,0.292,0.0,0.0,0.292,0.458,0.417,0.542
2095,0.389,0.0,0.056,0.556,0.0,0.056,0.389,0.5,0.389,0.056
2096,0.25,0.08,0.21,0.41,0.06,0.09,0.25,0.41,0.36,0.42
2097,0.196,0.043,0.348,0.37,0.087,0.065,0.196,0.5,0.326,0.674
2098,0.245,0.075,0.283,0.302,0.0,0.094,0.245,0.396,0.34,0.585
2099,0.321,0.075,0.17,0.34,0.019,0.057,0.321,0.434,0.434,0.453
2100,0.226,0.075,0.283,0.34,0.0,0.113,0.226,0.415,0.302,0.566
2101,0.219,0.031,0.094,0.656,0.031,0.031,0.219,0.469,0.25,0.531
2102,0.147,0.029,0.324,0.441,0.059,0.059,0.147,0.412,0.265,0.676
2103,0.273,0.061,0.162,0.455,0.03,0.04,0.273,0.444,0.354,0.475
2104,0.145,0.032,0.258,0.516,0.081,0.129,0.145,0.645,0.274,0.468
2105,0.216,0.118,0.275,0.373,0.157,0.078,0.216,0.471,0.392,0.529
2106,0.268,0.085,0.169,0.465,0.014,0.014,0.268,0.451,0.296,0.479
2107,0.273,0.091,0.091,0.442,0.026,0.052,0.273,0.39,0.403,0.403
2108,0.094,0.125,0.234,0.516,0.047,0.125,0.094,0.562,0.172,0.438
2109,0.194,0.129,0.177,0.468,0.0,0.016,0.194,0.452,0.226,0.226
2110,0.221,0.07,0.233,0.407,0.012,0.058,0.221,0.326,0.302,0.523
2111,0.286,0.071,0.214,0.357,0.0,0.071,0.286,0.357,0.357,0.429
2112,0.22,0.06,0.3,0.3,0.0,0.1,0.22,0.42,0.34,0.6
2113,0.219,0.096,0.205,0.397,0.123,0.041,0.219,0.479,0.425,0.603
2114,0.25,0.05,0.1,0.55,0.0,0.05,0.25,0.5,0.3,0.55
2115,0.153,0.153,0.373,0.305,0.051,0.153,0.153,0.424,0.22,0.508
2116,0.264,0.057,0.161,0.356,0.0,0.023,0.264,0.368,0.425,0.471
2117,0.583,0.0,0.0,0.417,0.0,0.083,0.583,0.417,0.583,0.167
2118,0.182,0.045,0.318,0.42,0.034,0.068,0.182,0.511,0.25,0.591
2119,0.188,0.0,0.375,0.375,0.062,0.188,0.188,0.5,0.312,0.562
2120,0.163,0.153,0.173,0.429,0.01,0.051,0.163,0.378,0.255,0.429
2121,0.163,0.14,0.256,0.349,0.0,0.047,0.163,0.442,0.256,0.442
2122,0.333,0.0,0.2,0.467,0.0,0.2,0.333,0.4,0.333,0.267
2123,0.117,0.067,0.25,0.567,0.033,0.133,0.117,0.717,0.15,0.517
2124,0.111,0.185,0.222,0.407,0.0,0.074,0.111,0.407,0.185,0.407
2125,0.5,0.0,0.0,0.5,0.0,0.25,0.5,0.5,0.5,0.25
2126,0.217,0.043,0.326,0.391,0.109,0.087,0.217,0.543,0.348,0.522
2127,0.286,0.286,0.0,0.429,0.0,0.0,0.286,0.429,0.286,0.286
2128,0.099,0.011,0.308,0.527,0.077,0.033,0.099,0.571,0.231,0.692
2129,0.125,0.143,0.321,0.339,0.054,0.089,0.125,0.429,0.25,0.607
2130,0.22,0.171,0.098,0.512,0.0,0.024,0.22,0.512,0.22,0.171
2131,0.19,0.203,0.127,0.392,0.063,0.076,0.19,0.418,0.342,0.405
2132,0.079,0.127,0.254,0.492,0.048,0.111,0.079,0.524,0.175,0.46
2133,0.259,0.103,0.328,0.241,0.034,0.069,0.259,0.328,0.362,0.569
2134,0.179,0.09,0.388,0.343,0.06,0.06,0.179,0.448,0.239,0.627
2135,0.115,0.0,0.385,0.346,0.038,0.038,0.115,0.423,0.308,0.654
2136,0.206,0.206,0.191,0.368,0.029,0.015,0.206,0.412,0.265,0.353
2137,0.219,0.062,0.125,0.531,0.0,0.062,0.219,0.438,0.281,0.594
2138,0.143,0.381,0.095,0.381,0.0,0.0,0.143,0.429,0.143,0.381
2139,0.264,0.033,0.275,0.418,0.0,0.077,0.264,0.462,0.275,0.495
2140,0.128,0.154,0.205,0.487,0.103,0.179,0.128,0.641,0.256,0.538
2141,0.221,0.147,0.147,0.471,0.029,0.015,0.221,0.441,0.265,0.5
2142,0.159,0.111,0.317,0.349,0.048,0.127,0.159,0.413,0.27,0.603
2143,0.323,0.065,0.215,0.366,0.032,0.054,0.323,0.387,0.387,0.495
2144,0.092,0.092,0.263,0.5,0.053,0.118,0.092,0.605,0.197,0.474
2145,0.191,0.064,0.298,0.404,0.043,0.064,0.191,0.426,0.277,0.596
2146,0.065,0.143,0.234,0.532,0.065,0.039,0.065,0.584,0.156,0.455
2147,0.143,0.143,0.2,0.4,0.0,0.057,0.143,0.371,0.257,0.486
2148,0.144,0.186,0.175,0.454,0.01,0.134,0.144,0.412,0.196,0.433
2149,0.213,0.043,0.404,0.277,0.043,0.064,0.213,0.404,0.319,0.447
2150,0.255,0.085,0.319,0.277,0.021,0.085,0.255,0.426,0.34,0.404
2151,0.151,0.113,0.34,0.358,0.057,0.151,0.151,0.491,0.245,0.566
2152,0.22,0.06,0.3,0.3,0.0,0.1,0.22,0.42,0.34,0.6
2153,0.11,0.055,0.466,0.342,0.055,0.014,0.11,0.521,0.192,0.63
2154,0.156,0.141,0.266,0.422,0.016,0.062,0.156,0.438,0.188,0.609
2155,0.0,0.2,0.2,0.5,0.1,0.0,0.0,0.5,0.2,0.4
2156,0.154,0.046,0.138,0.646,0.031,0.046,0.154,0.523,0.2,0.523
2157,0.22,0.08,0.28,0.28,0.0,0.1,0.22,0.38,0.36,0.58
2158,0.208,0.065,0.182,0.442,0.026,0.065,0.208,0.429,0.338,0.429
2159,0.176,0.314,0.118,0.333,0.0,0.02,0.176,0.275,0.235,0.412
2160,0.151,0.094,0.358,0.358,0.038,0.057,0.151,0.472,0.226,0.679
2161,0.1,0.1,0.45,0.3,0.1,0.1,0.1,0.4,0.25,0.6
2162,0.231,0.0,0.0,0.769,0.154,0.462,0.231,0.769,0.385,0.154
2163,0.25,0.1,0.075,0.55,0.025,0.075,0.25,0.5,0.3,0.5
2164,0.212,0.091,0.258,0.379,0.091,0.061,0.212,0.439,0.364,0.5
2165,0.145,0.158,0.211,0.447,0.0,0.053,0.145,0.474,0.184,0.447
2166,0.294,0.078,0.137,0.471,0.078,0.098,0.294,0.451,0.392,0.431
2167,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0
2168,0.389,0.056,0.056,0.5,0.0,0.111,0.389,0.389,0.389,0.333
2169,0.25,0.0,0.25,0.5,0.167,0.25,0.25,0.5,0.417,0.25
2170,0.152,0.076,0.152,0.576,0.091,0.045,0.152,0.333,0.288,0.682
2171,0.274,0.032,0.161,0.452,0.032,0.016,0.274,0.484,0.387,0.484
2172,0.276,0.103,0.276,0.276,0.017,0.052,0.276,0.345,0.362,0.552
2173,0.16,0.053,0.28,0.467,0.027,0.12,0.16,0.533,0.227,0.48
2174,0.22,0.06,0.32,0.3,0.0,0.1,0.22,0.4,0.32,0.6
2175,0.123,0.105,0.386,0.386,0.035,0.123,0.123,0.491,0.158,0.544
2176,0.096,0.021,0.266,0.521,0.064,0.021,0.096,0.628,0.255,0.713
2177,0.257,0.081,0.27,0.378,0.027,0.122,0.257,0.432,0.297,0.378
2178,0.177,0.146,0.25,0.406,0.021,0.094,0.177,0.448,0.219,0.396
2179,0.262,0.024,0.071,0.571,0.048,0.048,0.262,0.548,0.381,0.524
2180,0.19,0.08,0.22,0.46,0.04,0.06,0.19,0.5,0.28,0.56
2181,0.145,0.048,0.258,0.484,0.048,0.113,0.145,0.581,0.258,0.484
2182,0.351,0.054,0.189,0.378,0.027,0.0,0.351,0.405,0.405,0.459
2183,0.471,0.0,0.059,0.471,0.059,0.176,0.471,0.441,0.529,0.265
2184,0.353,0.0,0.353,0.294,0.0,0.235,0.353,0.471,0.353,0.353
2185,0.164,0.098,0.377,0.344,0.066,0.066,0.164,0.541,0.246,0.607
2186,0.397,0.017,0.155,0.362,0.052,0.052,0.397,0.379,0.517,0.466
2187,0.18,0.09,0.28,0.38,0.01,0.2,0.18,0.43,0.26,0.38
2188,0.167,0.143,0.262,0.333,0.0,0.048,0.167,0.429,0.262,0.452
2189,0.159,0.068,0.273,0.386,0.0,0.114,0.159,0.409,0.273,0.636
2190,0.136,0.22,0.119,0.492,0.068,0.051,0.136,0.475,0.237,0.441
2191,0.129,0.161,0.242,0.468,0.016,0.145,0.129,0.565,0.145,0.355
2192,0.183,0.113,0.324,0.352,0.042,0.099,0.183,0.437,0.254,0.465
2193,0.119,0.095,0.298,0.452,0.024,0.095,0.119,0.571,0.179,0.56
2194,0.615,0.077,0.154,0.154,0.0,0.154,0.615,0.077,0.615,0.154
2195,0.25,0.0,0.25,0.417,0.083,0.167,0.25,0.417,0.417,0.583
2196,0.11,0.066,0.297,0.418,0.066,0.033,0.11,0.44,0.286,0.648
2197,0.231,0.0,0.231,0.462,0.077,0.154,0.231,0.462,0.385,0.615
2198,0.17,0.182,0.25,0.375,0.102,0.057,0.17,0.432,0.295,0.58
2199,0.29,0.04,0.23,0.4,0.02,0.11,0.29,0.4,0.35,0.36
2200,0.265,0.072,0.157,0.446,0.036,0.145,0.265,0.422,0.361,0.398
2201,0.116,0.116,0.465,0.302,0.093,0.186,0.116,0.488,0.209,0.558
2202,0.333,0.0,0.0,0.667,0.0,0.333,0.333,0.667,0.333,0.333
2203,0.152,0.087,0.326,0.37,0.043,0.109,0.152,0.565,0.261,0.609
2204,0.359,0.031,0.172,0.422,0.031,0.031,0.359,0.438,0.406,0.375
2205,0.137,0.11,0.301,0.397,0.055,0.027,0.137,0.479,0.247,0.685
2206,0.263,0.07,0.211,0.368,0.018,0.018,0.263,0.404,0.368,0.509
2207,0.167,0.0,0.5,0.333,0.167,0.0,0.167,0.5,0.333,0.5
2208,0.232,0.126,0.147,0.432,0.032,0.084,0.232,0.453,0.326,0.442
2209,0.172,0.172,0.149,0.471,0.011,0.115,0.172,0.425,0.218,0.379
2210,0.2,0.055,0.364,0.364,0.055,0.145,0.2,0.455,0.273,0.382
2211,0.216,0.108,0.203,0.432,0.041,0.014,0.216,0.486,0.297,0.486
2212,0.151,0.047,0.233,0.453,0.012,0.186,0.151,0.512,0.279,0.419
2213,0.327,0.038,0.192,0.385,0.038,0.058,0.327,0.5,0.423,0.442
2214,0.14,0.06,0.26,0.46,0.06,0.08,0.14,0.56,0.28,0.62
2215,0.167,0.188,0.177,0.333,0.0,0.104,0.167,0.396,0.302,0.312
2216,0.111,0.222,0.167,0.5,0.0,0.167,0.111,0.611,0.111,0.444
2217,0.136,0.148,0.222,0.481,0.049,0.062,0.136,0.556,0.198,0.432
2218,0.264,0.075,0.302,0.302,0.0,0.113,0.264,0.415,0.321,0.528
2219,0.235,0.0,0.118,0.647,0.059,0.176,0.235,0.647,0.294,0.471
2220,0.316,0.053,0.158,0.421,0.053,0.105,0.316,0.421,0.421,0.421
2221,0.25,0.0,0.0,0.75,0.0,0.417,0.25,0.75,0.25,0.167
2222,0.375,0.0,0.125,0.5,0.0,0.0,0.375,0.562,0.375,0.188
2223,0.286,0.071,0.214,0.357,0.0,0.143,0.286,0.357,0.357,0.429
2224,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0
2225,0.196,0.02,0.333,0.353,0.059,0.078,0.196,0.451,0.353,0.569
2226,0.128,0.223,0.191,0.404,0.011,0.096,0.128,0.404,0.191,0.33
2227,0.278,0.028,0.083,0.611,0.083,0.083,0.278,0.556,0.361,0.306
2228,0.312,0.104,0.26,0.299,0.052,0.104,0.312,0.364,0.39,0.351
2229,0.2,0.0,0.3,0.4,0.1,0.2,0.2,0.6,0.4,0.6
2230,0.154,0.115,0.25,0.423,0.077,0.058,0.154,0.481,0.288,0.481
2231,0.141,0.04,0.333,0.455,0.051,0.02,0.141,0.556,0.222,0.586
2232,0.22,0.06,0.3,0.3,0.0,0.12,0.22,0.42,0.34,0.58
2233,0.238,0.0,0.238,0.429,0.0,0.143,0.238,0.524,0.333,0.619
2234,0.196,0.13,0.348,0.304,0.022,0.087,0.196,0.457,0.239,0.609
2235,0.087,0.022,0.326,0.478,0.076,0.022,0.087,0.576,0.25,0.739
2236,0.25,0.0,0.125,0.625,0.0,0.25,0.25,0.625,0.25,0.25
2237,0.278,0.056,0.222,0.389,0.0,0.222,0.278,0.333,0.333,0.444
2238,0.067,0.083,0.233,0.55,0.05,0.15,0.067,0.683,0.183,0.533
2239,0.25,0.102,0.193,0.398,0.034,0.045,0.25,0.42,0.341,0.466
2240,0.256,0.128,0.174,0.419,0.035,0.105,0.256,0.453,0.314,0.36
2241,0.286,0.0,0.214,0.429,0.071,0.143,0.286,0.429,0.429,0.571
2242,0.136,0.045,0.318,0.386,0.0,0.114,0.136,0.432,0.25,0.636
2243,0.163,0.235,0.163,0.398,0.02,0.112,0.163,0.367,0.224,0.429
2244,0.202,0.048,0.274,0.452,0.083,0.048,0.202,0.548,0.31,0.464
2245,0.203,0.094,0.25,0.422,0.016,0.141,0.203,0.547,0.25,0.375
2246,0.275,0.055,0.143,0.451,0.044,0.066,0.275,0.451,0.396,0.429
2247,0.094,0.125,0.344,0.438,0.021,0.042,0.094,0.5,0.115,0.531
2248,0.222,0.0,0.222,0.556,0.0,0.333,0.222,0.556,0.222,0.222
2249,0.241,0.126,0.161,0.368,0.011,0.08,0.241,0.379,0.356,0.333
2250,0.172,0.086,0.31,0.397,0.017,0.138,0.172,0.5,0.224,0.534
2251,0.308,0.0,0.231,0.385,0.077,0.154,0.308,0.385,0.462,0.538
2252,0.182,0.121,0.197,0.47,0.0,0.015,0.182,0.455,0.212,0.273
2253,0.364,0.091,0.091,0.455,0.0,0.091,0.364,0.455,0.364,0.273
2254,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0
2255,0.136,0.085,0.22,0.525,0.068,0.136,0.136,0.644,0.237,0.441
2256,0.286,0.0,0.238,0.381,0.0,0.143,0.286,0.476,0.381,0.571
2257,0.308,0.0,0.0,0.538,0.0,0.385,0.308,0.385,0.462,0.308
2258,0.154,0.154,0.0,0.692,0.0,0.077,0.154,0.538,0.154,0.231
2259,0.289,0.044,0.178,0.467,0.022,0.178,0.289,0.4,0.333,0.311
2260,0.139,0.089,0.392,0.329,0.101,0.089,0.139,0.544,0.291,0.595
2261,0.218,0.055,0.4,0.309,0.036,0.109,0.218,0.182,0.273,0.545
2262,0.061,0.061,0.273,0.606,0.061,0.091,0.061,0.545,0.121,0.515
2263,0.217,0.072,0.193,0.494,0.024,0.036,0.217,0.422,0.265,0.566
2264,0.174,0.101,0.348,0.333,0.101,0.058,0.174,0.536,0.319,0.638
2265,0.083,0.194,0.306,0.333,0.0,0.111,0.083,0.361,0.167,0.306
2266,0.323,0.065,0.215,0.366,0.032,0.054,0.323,0.387,0.387,0.484
2267,0.444,0.0,0.0,0.556,0.0,0.111,0.444,0.556,0.444,0.0
2268,0.263,0.026,0.105,0.579,0.026,0.026,0.263,0.421,0.316,0.5
2269,0.242,0.113,0.129,0.468,0.032,0.0,0.242,0.5,0.323,0.435
2270,0.102,0.041,0.286,0.571,0.02,0.163,0.102,0.551,0.122,0.347
2271,0.036,0.054,0.321,0.571,0.071,0.161,0.036,0.714,0.125,0.536
2272,0.25,0.08,0.17,0.443,0.034,0.068,0.25,0.466,0.341,0.432
2273,0.304,0.087,0.145,0.449,0.0,0.072,0.304,0.406,0.319,0.319
2274,0.16,0.1,0.34,0.4,0.08,0.04,0.16,0.5,0.24,0.58
2275,0.09,0.119,0.239,0.522,0.03,0.104,0.09,0.507,0.149,0.448
2276,0.196,0.039,0.333,0.353,0.059,0.098,0.196,0.451,0.333,0.549
2277,0.263,0.263,0.158,0.263,0.0,0.053,0.263,0.263,0.316,0.316
2278,0.155,0.19,0.19,0.357,0.036,0.083,0.155,0.369,0.298,0.369
2279,0.115,0.115,0.365,0.333,0.042,0.052,0.115,0.438,0.229,0.646
2280,0.227,0.152,0.136,0.424,0.0,0.03,0.227,0.485,0.288,0.348
2281,0.216,0.125,0.136,0.489,0.045,0.125,0.216,0.432,0.295,0.477
2282,0.308,0.077,0.231,0.308,0.0,0.077,0.308,0.308,0.385,0.462
2283,0.36,0.1,0.18,0.34,0.06,0.04,0.36,0.34,0.44,0.42
2284,0.243,0.129,0.171,0.4,0.0,0.057,0.243,0.371,0.3,0.371
2285,0.2,0.0,0.273,0.455,0.018,0.091,0.2,0.545,0.291,0.491
2286,0.255,0.036,0.291,0.382,0.018,0.127,0.255,0.345,0.309,0.382
2287,0.137,0.059,0.275,0.49,0.0,0.039,0.137,0.471,0.176,0.294
2288,0.311,0.111,0.133,0.411,0.0,0.1,0.311,0.356,0.344,0.278
